,actors,Genre 1,Genre 2,Genre 3
0,Govinda | Aishwarya Rai Bachchan | Jackie Shroff | Namrata Shirodkar,Romance,,
575,Shahid Kapoor | Kareena Kapoor | Tarun Arora | Dara Singh,Comedy,Romance,
576,Brian Dawson | Vikram Gokhale | Puja Gupta | A.K. Hangal,Drama,,
577,Anupam Kher | Om Puri | Jimmy Shergill | Soniya Mehra,Comedy,Crime,Mystery
578,Imaaduddin Shah | Shreyas Talpade | Smriti Mishra | Nikita Anand,Comedy,Crime,Drama
579,Rahul Bose | Javed Jaffrey | Minissha Lamba | Seema Biswas,Crime,Drama,Thriller
580,Akshay Kumar | Ayesha Takia | Javed Jaffrey | Girish Karnad,Crime,Drama,Mystery
581,Shahid Kapoor | Vidya Balan | Vishal Malhotra | Om Puri,Comedy,Drama,Romance
582,Salman Khan | Anil Kapoor | Zayed Khan | Mithun Chakraborty,Comedy,Drama,Romance
583,Sohail Khan | Vatsal Seth | Amrita Arora | Riya Sen,Action,Adventure,Comedy
584,Monalisa | Usha Bachani | Gaurav Dixit | Milind Gunaji,Romance,,
585,Gracy Singh | Asseem Merchant | Neha Pendse | Aryan Singh,Drama,Romance,
586,John Abraham | Arshad Warsi | Bipasha Basu | Boman Irani,Sport,,
587,Bipasha Basu | Lillete Dubey | Mahesh Manjrekar | Ronit Roy,Drama,,
588,Govinda | Manoj Bajpayee | Aftab Shivdasani | Upen Patel,Comedy,Drama,
589,Linda Arsenio | Shaurya Chauhan | Alisha Chinoi | Vir Das,Comedy,Drama,
590,Shiney Ahuja | Mona Ambegaonkar | Ishita Chauhan | Mukesh Chhabra,Action,Drama,Thriller
591,Mallika Sherawat | Rahul Bose | Paresh Rawal | Kay Kay Menon,Comedy,Crime,Drama
592,Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman,Comedy,Drama,
593,Naveen Bawa | Satish Kaushik | Anupam Kher | Krrishna,Fantasy,,
594,Neha Dhupia | Amrita Arora | Anupam Kher | Rati Agnihotri,Comedy,Drama,Romance
595,Rajat Bakshi | Rajesh Bakshi | Prem Chabra | Harish Ghera,Crime,,
596,Sylvester Stallone | Brandon Routh | Denise Richards | Whoopi Goldberg,Action,Comedy,Romance
597,Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher,Action,Comedy,Crime
598,Himesh Reshammiya | Urmila Matondkar | Shweta Kumar | Dino Morea,Action,Drama,Musical
599,Shreyas Talpade | Lena Christensen | Vijay Maurya | Manmeet Singh,Comedy,Drama,Romance
600,Aamir Khan | Asin | Jiah Khan | Tinnu Anand,Action,Drama,Mystery
601,,Animation,Action,Adventure
602,Tusshar Kapoor | Anupam Kher | Rajpal Yadav | Raima Sen,Comedy,Drama,
603,Paresh Rawal | Akshaye Khanna | Genelia D'Souza | Om Puri,Comedy,Drama,Romance
604,Harman Baweja | Allan Border | Mike Hussey | Simon Jones,Drama,Sport,
605,Cary Elwes | Christopher Lloyd | Troy Baker | Tom Kenny,Animation,,
606,Kareena Kapoor | Salman Khan | Sohail Khan | Yash Tonk,Comedy,Drama,
607,Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover,Action,,
608,Delhi Ganesh | Jai Ganesh | Nizhalgal Ravi | Radha Ravi,Fantasy,,
609,Rajendraprasad | Nasser | Rambha | Raju Sundaram,Action,Comedy,Drama
610,Neetu Chandra | Esha Deol | Vrajesh Hirjee | Tusshar Kapoor,Action,Comedy,Drama
611,Shreyas Talpade | Javed Jaffrey | Aashish Chaudhary | Vatsal Seth,Comedy,Drama,
612,Kunal Khemu | Tulip Joshi | Aushima Sawhney | Apoorva S. Badgaiyan,Drama,Romance,
613,Vivek Oberoi | Zayed Khan | Shriya Saran | Shabbir Ahluwalia,Action,Adventure,Drama
614,Ranvir Shorey | Neha Dhupia | Naseeruddin Shah | Saurabh Shukla,Comedy,Crime,Drama
615,Sushmita Sen | Fardeen Khan | Ishita Sharma | Shah Rukh Khan,Comedy,Drama,
616,Juhi Chawla | Irrfan Khan | Arshad Warsi | Rajpal Yadav,Action,Comedy,Crime
617,Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina,Comedy,Drama,Musical
618,Ranbir Kapoor | Bipasha Basu | Minissha Lamba | Deepika Padukone,Comedy,Drama,Romance
619,Amitabh Bachchan | Madhavan | Shraddha Kapoor | Siddharth Kher,Drama,Thriller,
620,Rekha | Hema Malini | Javed Sheikh | Avtar Gill,Drama,Romance,
621,Kay Kay Menon | Arbaaz Khan | Rukhsar | Veerendra Saxena,Crime,Drama,Mystery
622,Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan,Action,Adventure,Drama
623,Abhishek Bachchan | John Abraham | Priyanka Chopra | Kiron Kher,Comedy,Drama,Romance
624,Kareena Kapoor | Saif Ali Khan | Om Puri | Vivek Oberoi,Action,Crime,Drama
625,Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi,Comedy,Drama,
626,Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,Action,Drama,
627,Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty,Drama,Romance,Thriller
628,Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal,Animation,Action,Adventure
629,Gul Panag | Celina Jaitly | Isha Koppikar | Chunky Pandey,Comedy,Drama,
630,Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra,Comedy,Drama,Family
631,Priyanka Chopra | Akshay Kumar | Jacqueline Fernandez | Karan Johar,Comedy,Drama,Fantasy
632,Nana Patekar | Shahid Kapoor | Ayesha Takia | Sushant Singh,Drama,,
633,Isha Koppikar | Sonu Sood | Anand Abhyankar | Daman Baggan,Drama,Romance,
634,Hrithik Roshan | Bárbara Mori | Steven Michael Quezada | Kangana Ranaut,Action,Drama,Romance
635,Gaurav Kapoor | Hrishitaa Bhatt | Govind Namdeo | Zakir Hussain,Comedy,Crime,Drama
636,Manisha Koirala | Irrfan Khan | Sadashiv Amrapurkar | Tinnu Anand,Drama,,
637,Fardeen Khan | Dia Mirza | Manoj Bajpayee | Aftab Shivdasani,Action,Crime,Drama
638,Chetanya Adeep | Shawar Ali | Arun Bakshi | Chitrapama,Thriller,,
639,Naseeruddin Shah | Vijay Raaz | Arjun Mathur | Violante Placido,Comedy,Crime,Drama
640,Shahid Kapoor | Rani Mukerji | Anupam Kher | Dalip Tahil,Comedy,Drama,Sport
641,Dino Morea | Milind Soman | Sheetal Menon | Simone Singh,Drama,Mystery,Romance
642,Ajita | Himani Chawla | Sumeet Chawla | Suresh Dubey,Drama,,
643,Emraan Hashmi | Sonal Chauhan | Shakeel Khan | Sameer Kochhar,Crime,Drama,Romance
644,Amitabh Bachchan | Shatrughan Sinha | Sharda | Sudha Chandran,Drama,Family,Musical
645,Konkona Sen Sharma | Shernaz Patel | Shivani Tanksale | Anand Tiwari,Comedy,,
646,Irrfan Khan | Rahul Bose | Rahul Khanna | Konkona Sen Sharma,Comedy,Drama,
647,Kay Kay Menon | Sonali Kulkarni | Parvin Dabas | Vinay Pathak,Drama,Mystery,Thriller
648,Malaika Arora | Arun Bakshi | Aashish Chaudhary | Snehal Dabi,Comedy,Crime,Drama
649,Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun,Comedy,Drama,
650,Raj Singh Arora | Abhisar Bose | Neetu Chandra | Master Chinmay,Drama,,
651,Akshay Kumar | Sanjay Dutt | Lara Dutta | Zayed Khan,Action,Adventure,Romance
652,Kay Kay Menon | Manisha Koirala | Ranvir Shorey | Sonali Kulkarni,Drama,,
653,John Abraham | Anaitha Nair | Girish Karnad | Farida Jalal,Comedy,Drama,
654,Shubhankar Atre | Amitabh Bachchan | Victor Banerjee | Dhaval Barbhaya,Action,Adventure,Comedy
655,Mimoh Chakraborty | Rati Agnihotri | Vikas Anand | Rahul Dev,Action,Crime,Drama
656,Sunil Shetty | Arshad Warsi | Sadashiv Amrapurkar | Deep Dhillon,Action,Comedy,Crime
657,Nargis Bagheri | Upendra Limaye | Sudha Chandran | Raman Trikha,Crime,Drama,
658,Arjun Rampal | Farhan Akhtar | Luke Kenny | Purab Kohli,Drama,Music,
659,Irrfan Khan | Shah Rukh Khan | Lara Dutta | Om Puri,Comedy,Drama,
660,Sanjay Dutt | Manisha Koirala | Ajay Devgn | Asrani,Drama,Romance,
661,Mithun Chakraborty | Dimple Kapadia | Rati Agnihotri | Gulshan Grover,Drama,Romance,
662,Azghar | Brownie | Divya Divedi | Anwar Fatehan,Action,Adventure,Drama
663,Jackie Shroff | Anupam Kher | Satish Shah | Gulshan Grover,Comedy,Crime,Drama
664,Rajeev Khandelwal | Aishwarya | Vasan Bala | Chinkal,Drama,Thriller,
665,Kiron Kher | Farooq Shaikh | Ankur Khanna | Masumeh Makhija,Comedy,Drama,
666,Harman Baweja | Priyanka Chopra | Anjan Srivastav | Manju Singh,Comedy,Drama,Romance
667,Mithun Chakraborty | Sanjay Dutt | Imran Khan | Ravi Kishan,Action,Adventure,Drama
668,David Bueno | Vibha Cheebur | Raaj Gopal | Sakshi Gulati,Action,Crime,Drama
669,Mallika Sherawat | Irrfan Khan | Jeff Doucette | Divya Dutta,Comedy,Drama,Horror
670,Neil Nitin Mukesh | Manoj Bajpayee | Arya Babbar | Mirza Ali Quli,Drama,,
671,Amita Pathak | Nakuul Mehta | Adhyayan Suman | Nassar Abdulla,Drama,Romance,
672,Rishi Rehan | Avantika | Thomas Tevana | Nassar Abdulla,Comedy,Drama,Romance
673,Hrishitaa Bhatt | Seema Biswas | Nauheed Cyrusi | Mansi Dovhal,Drama,,
674,Katrina Kaif | Ranbir Kapoor | Darshan Jariwala | Smita Jaykar,Comedy,Romance,
675,Kay Kay Menon | Rimi Sen | Anupam Kher | Chunky Pandey,Comedy,Crime,Drama
676,Jackie Shroff | Sarika | Saurabh Shukla | Vijay Raaz,Comedy,Drama,Family
677,Akshay Kumar | Sunil Shetty | Katrina Kaif | Sameera Reddy,Comedy,,
678,Navin Berry | Pankaj Berry | Birbal | Sudhir Dalvi,Action,Crime,Drama
679,Ahraz Ahmed | Punit Aneja | Arjan Bajwa | Neetu Chandra,Crime,Drama,Thriller
680,Kay Kay Menon | Raj Singh Chaudhary | Jesse Randhawa | Deepak Dobriyal,Crime,Drama,Mystery
681,Bobby Khan | Nilofer Khan | Sambhavna Sheth | Nirmal Pandey,Crime,,
682,Bobby Deol | Priyanka Chopra | Irrfan Khan | Akhilendra Mishra,Action,Crime,Drama
683,Paresh Rawal | Kay Kay Menon | Irrfan Khan | Madhavan,Drama,,
684,Saahil Chadha | Arbaaz Khan | Anita Raj | Jackie Shroff,Drama,,
685,Sudeep | Amruta Khanvilkar | Ahsaas Channa | Ashwini Khalsekar,Drama,Horror,Mystery
686,Shahid Kapoor | Priyanka Chopra | Deb Mukherjee | Shivkumar Subramaniam,Action,Comedy,Crime
687,Saif Ali Khan | Deepika Padukone | Rishi Kapoor | Rahul Khanna,Comedy,Drama,Romance
688,Parzan Dastur | Ayesha Kapoor | Sanjay Suri | Madhavan,Crime,Drama,Mystery
689,Sahil Khan | Tanushree Dutta | Meghan Jadhav | Koushtuv Ghosh,Animation,Action,Adventure
690,Anupam Kher | Naseeruddin Shah | Jimmy Shergill | Deepal Shaw,Drama,Thriller,
691,Harsh Chhaya | Kurush Deboo | Bhairavi Goswami | Ali Haji,Animation,Family,
692,Shah Rukh Khan | Priyanka Chopra | Hrithik Roshan | Om Puri,Action,Crime,Drama
693,Farooq Shaikh | Nafisa Ali | Aanaahad | Sabyasachi Chakraborty,Action,Drama,Sport
694,Sammir Dattani | Rahul Dev | Om Puri | Alok Nath,Crime,Drama,Mystery
695,Vinay Pathak | Sarita Joshi | Rajat Kapoor | Saurabh Shukla,Comedy,Drama,
696,Randeep Hooda | Raima Sen | Arbaaz Khan | Javed Akhtar,Drama,Fantasy,Musical
697,Naseeruddin Shah | Arjun Rampal | Nana Patekar | Ranbir Kapoor,Action,Crime,Drama
698,Varun Bhagwat | Vikram Gokhale | Zakir Hussain | Bharat Jha,Action,Crime,Drama
699,Abhay Deol | Paresh Rawal | Neetu Chandra | Archana Puran Singh,Comedy,Crime,Drama
700,Rajneesh Duggal | Adah Sharma | Anjori Alagh | Rajendranath Zutshi,Drama,Horror,Mystery
701,Aftab Shivdasani | Aamna Shariff | Linda Arsenio | Sanjay Mishra,Comedy,Drama,Romance
702,Alisha | Asif Basra | Bipasha Basu | Burhan,Action,Drama,Thriller
703,Sushant Singh | Kartika Rane | Rajat Kapoor | Mandeep Mazumdar,Comedy,Drama,
704,Rati Agnihotri | Shahana Goswami | Randeep Hooda | Kulbhushan Kharbanda,Drama,Romance,Thriller
705,Sadashiv Amrapurkar | Tinnu Anand | Nauheed Cyrusi | Shakti Kapoor,Comedy,Crime,Drama
706,Ranbir Kapoor | Konkona Sen Sharma | Supriya Pathak | Anupam Kher,Comedy,Drama,Romance
707,Arjun Rampal | Sunny Deol | Udita Goswami | Sagarika Ghatge,Crime,Drama,Mystery
708,Brahim Achabbakhe | Jacky Bhagnani | Nushrat Bharucha | David Bueno,Action,Crime,Romance
709,Abhay Deol | Mahie Gill | Kalki Koechlin | Dibyendu Bhattacharya,Comedy,Drama,Romance
710,Shabana Azmi | Boman Irani | Sanjay Suri | Sharman Joshi,Comedy,Drama,Romance
711,John Abraham | Neil Nitin Mukesh | Katrina Kaif | Irrfan Khan,Crime,Drama,History
712,Naseeruddin Shah | Om Puri | Boman Irani | Paresh Rawal,Crime,Drama,Mystery
713,Akshay Kumar | Lara Dutta | Dimple Kapadia | Rajpal Yadav,Animation,Family,
714,Rajit Kapoor | Aham Sharma | Pooja Kanwal | Richashree,Mystery,,
715,Abhishek Bachchan | Aishwarya Rai Bachchan | Govinda | 'Chiyaan' Vikram,Action,Adventure,Crime
716,Ganesh Acharya | Neha Bhatt | Daisy | Ali G.,Comedy,Drama,
717,Kangana Ranaut | Adhyayan Suman | Emraan Hashmi | Vicky Ahuja,Drama,Horror,Mystery
718,Govinda | Sushmita Sen | Ritesh Deshmukh | Lara Dutta,Comedy,Drama,
719,Naseeruddin Shah | Vidya Balan | Arshad Warsi | Salman Shahid,Comedy,Drama,Romance
720,Uday Chopra | Priyanka Chopra | Dino Morea | Rahul Vohra,Comedy,Romance,
721,Govinda | Yuvika Chaudhry | Anupam Kher | Smita Jaykar,Comedy,Drama,
722,Sanjay Dutt | Ameesha Patel | Anupam Kher | Satish Kaushik,Action,Adventure,Comedy
723,Dev Anand | Divya Dutta | Devshi Khanduri | Hansal Mehta,Drama,Thriller,
724,Rakesh Bedi | Mahek Chahal | Suraj Godambe | Dinesh Hingoo,Action,Crime,Drama
725,Kunal Khemu | Boman Irani | Soha Ali Khan | Cyrus Broacha,Comedy,Crime,Drama
726,Jackie Shroff | Sohail Khan | Arbaaz Khan | Nauheed Cyrusi,Action,Crime,Drama
727,Rajesh Khanna | Shahib Chopra | Laila Khan | Ahad Khan,Drama,Mystery,Romance
728,Neil Nitin Mukesh | Bipasha Basu | Biswajeet Chatterjee | Sophiya Chaudhary,Action,Crime,Drama
729,Dino Morea | Mahima Chaudhry | Suman Ranganathan | Arun Bali,Crime,Mystery,Romance
730,Farhan Akhtar | Deepika Padukone | Ram Kapoor | Vivan Bhatena,Drama,Romance,Thriller
731,Anil Kapoor | Saif Ali Khan | John Abraham | Deepika Padukone,Action,Crime,Drama
732,Madhavan | Neetu Chandra | Poonam Dhillon | Sachin Khedekar,Drama,Horror,Mystery
733,Aashish Chaudhary | Akshay Kapoor | Nausheen Ali Sardar | Achint Kaur,Drama,Mystery,Thriller
734,Arunoday Singh | Boman Irani | Ila Arun | Konkona Sen Sharma,Comedy,Drama,Fantasy
735,Paresh Rawal | Kunal Khemu | Sonu Sood | Soha Ali Khan,Comedy,Drama,
736,Rajat Kapoor | Sachin Nayak | Pradip Sagar | Pradeep Kabra,Crime,Drama,Thriller
737,Shahid Kapoor | Genelia D'Souza | Mohnish Bahl | Satish Shah,Comedy,Drama,Romance
738,Kareena Kapoor | Saif Ali Khan | Adil Hussain | Gulshan Grover,Action,,
739,Ajay Devgn | Randeep Hooda | Kangana Ranaut | Emraan Hashmi,Crime,Drama,Romance
740,Akshay Kumar | Aishwarya Rai Bachchan | Om Puri | Kiron Kher,Comedy,Drama,Romance
741,Vinay Pathak | Gul Panag | Anuj Chaudhary | Siddharth Makkar,Comedy,Drama,
742,Sunil Shetty | Aarti Chhabria | Aashish Chaudhary | Kim Sharma,Comedy,Drama,
743,Jahan Bloch | Samir Aftab | Aditya Rajput | Harsh Rajput,Action,Crime,Drama
744,Nitin | Priyanka Kothari | Rasika Dugal | Gautam Rode,Drama,Horror,Mystery
745,Anita | Snehal Dabi | Anita Hassandani | Jagdeep,Action,Comedy,Crime
746,Rohit Roy | Tanushree Dutta | Neetu Chandra | Mushtaq Khan,Drama,Thriller,
747,Kareena Kapoor | Kajol | Arjun Rampal | Amrita Prakash,Drama,Family,
748,Anil Kapoor | Sanjay Dutt | Kangana Ranaut | Sunil Shetty,Action,Comedy,Crime
749,Sonali Kulkarni | Sharbani Mukherji | Sushant Singh | Nakul Vaid,Thriller,,
750,Prateik | Monica Dogra | Kriti Malhotra | Aamir Khan,Drama,,
751,Sanjay Dutt | Ajay Devgn | Fardeen Khan | Bipasha Basu,Action,Comedy,Drama
752,Ranbir Kapoor | Prem Chopra | Gauhar Khan | Mukesh Bhatt,Comedy,Drama,
753,Hrithik Roshan | Aishwarya Rai Bachchan | Shernaz Patel | Aditya Roy Kapoor,Comedy,Drama,Romance
754,Asrani | Asif Basra | Govinda | Manoj Joshi,Action,Comedy,Crime
755,Vinod Khanna | Akshay Kapoor | Rehan Khan | Bhavna Pani,Action,Drama,Musical
756,Nana Patekar | Dimple Kapadia | Sunil Shetty | Vidya Malvade,Comedy,Drama,
757,Mithun Chakraborty | Ali Asghar | Arun Bakshi | Rakesh Bedi,Comedy,Drama,
758,Omkar Das Manikpuri | Raghuvir Yadav | Shalini Vatsa | Farrukh Jaffar,Comedy,Drama,
759,Amitabh Bachchan | Ritesh Deshmukh | Gul Panag | Paresh Rawal,Drama,Mystery,
760,Rana Jung Bahadur | Jaspal Bhatti | Preeti Bhutani | Bobby Deol,Action,Drama,Thriller
761,Sohail Khan | Amrita Arora | Yash Tonk | Vrajesh Hirjee,Action,Comedy,Crime
762,Akshay Kumar | Rajpal Yadav | Aruna Irani | Kulbhushan Kharbanda,Comedy,Crime,Drama
763,Vivek Oberoi | Isaiah | Aruna Shields | Nandana Sen,Action,Crime,Drama
764,Jackie Shroff | Sanjay Suri | Gul Panag | Shruti Seth,Drama,Romance,
765,Anay | Kurush Deboo | Mohit Ghai | Ahwaan,Comedy,Drama,
766,Arshad Warsi | Dia Mirza | Boman Irani | Sandhya Mridul,Comedy,Drama,Fantasy
767,Paresh Rawal | Om Puri | Pavan Malhotra | Javed Sheikh,Drama,Thriller,
768,Randeep Hooda | Rituparna Sengupta | Sada | Divya Dutta,Comedy,Drama,Romance
769,Shreyas Talpade | Bharati Achrekar | Shaukat Baig | Rakesh Bedi,Comedy,Crime,Drama
770,Meghan Jadhav | Mithun Chakraborty | Riya Sen | Seema Biswas,Comedy,Drama,Family
771,Ruslaan Mumtaz | Sheena Shahabadi | Rajat Kapoor | Neena Gupta,Drama,Romance,
772,Priyanka Chopra | Carl Marino | Ranbir Kapoor | Aubrey K. Miller,Comedy,Drama,Musical
773,Nargis Bagheri | Divya Dutta | Avika Gor | Rajit Kapoor,Drama,,
774,Himesh Reshammiya | Sonal Sehgal | Purbi Joshi | Rajesh Khattar,Comedy,Drama,Romance
775,Joseph Armillas | Anto Boghokian | Elissa Brentano | Gerald Brodin,Action,Crime,Drama
776,Sudhanshu Pandey | Hrishitaa Bhatt | Anuj Punj | Suman Agarwal,Drama,Romance,
777,Mithun Chakraborty | Om Puri | Sohum Shah | Urvashi Sharma,Action,Crime,Drama
778,Sonam Kapoor | Abhay Deol | Amrita Puri | Cyrus Sahukar,Comedy,Drama,Romance
779,Prateik | Kalki Koechlin | Arjun Mathur | Shruti Seth,Comedy,Crime,Drama
780,Bobby Deol | Dwij Yadav | Kangana Ranaut | Mohnish Bahl,Drama,,
781,Mantra | Prerna Chawla | Emraan Hashmi | J. Brandon Hill,Drama,Romance,
782,Amitabh Bachchan | Abhishek Bachchan | Vidya Balan | Paresh Rawal,Comedy,Drama,
783,Rishi Kapoor | Dimple Kapadia | Akshay Kumar | Anushka Sharma,Comedy,Drama,Sport
784,Aftab Shivdasani | Aamna Shariff | Rati Agnihotri | Tiku Talsania,Comedy,Drama,Fantasy
785,Sanjay Dutt | Irrfan Khan | Kangana Ranaut | Gulshan Grover,Action,Crime,Drama
786,Gayatri Patel Bahl | Aqib Afzaal | Ajay Chaudhary | Aabhas Yadav,Crime,Drama,Musical
787,Mithun Chakraborty | Ajay Devgn | Kareena Kapoor | Tusshar Kapoor,Action,Comedy,
788,Arjun Rampal | Shah Rukh Khan | Kareena Kapoor | Shahana Goswami,Action,Adventure,Sci-Fi
789,Katrina Kaif | Hrithik Roshan | Naseeruddin Shah | Farhan Akhtar,Adventure,Comedy,Drama
790,Bobby Bahal | Kenny Desai | Vivek Madan | Vidya Malvade,Comedy,,
791,Farooq Shaikh | Celina Jaitly | Abhimanyu Singh | Rukhsar,Crime,Drama,Thriller
792,Katrina Kaif | Salman Khan | Akshay Kumar | Farah Khan,Comedy,Crime,Drama
793,Akshay Kumar | Arjun Rampal | Deepika Padukone | Lara Dutta,Comedy,,
794,Siddharth | Ankur Vikal | Anupam Kher | Vidya Malvade,Crime,Drama,
795,Ajay Devgn | Konkona Sen Sharma | Paresh Rawal | Satish Kaushik,Comedy,Drama,
796,Deepika Padukone | Imran Khan | Lillete Dubey | Shahana Goswami,Comedy,Drama,Romance
797,,Comedy,Family,
798,Ravi Kapoor | Master Sagar Punjabi | Suresh Oberoi | Prem Chopra,Crime,Drama,Sport
799,Anuj Saxena | Udita Goswami | Tarina Patel | Sameer Kochhar,Action,Crime,Drama
800,Tinnu Anand | Rajeev Awasthi | Mohnish Bahl | Beena Banerjee,Action,Crime,Drama
801,Shreyas Talpade | Sada | Sneha Ullal | Rehan Khan,Drama,Fantasy,Mystery
802,Aditya Narayan | Shweta Agarwal | Shubh Joshi | Natasha Sinha,Action,Drama,Horror
803,Shahid Kapoor | Anushka Sharma | Meiyang Chang | Vir Das,Comedy,Crime,Drama
804,Shahana Goswami | Natasha Jain | Atul Kinagi | Keshav Nadkarni,Drama,Musical,Romance
805,Tabu | Sharman Joshi | Yuvika Chaudhry | Vatsal Seth,Comedy,Drama,
806,Anupam Kher | Manjari Phadnis | Tinnu Anand | Sheeba Chaddha,Action,Adventure,Drama
807,Paul Sidhu | Sumona Chakravarti | Anant Jog | Nagesh Bhonsle,Action,Drama,Thriller
808,Neil Nitin Mukesh | Deepika Padukone | Vijay Adhav | Manish Chaudhary,Crime,Drama,Romance
809,Arun Govil | Robert Lang | Vindu Dara Singh | Gary Tantony,Animation,,
810,Mukesh Bhatt | Rajshree Choudhary | Arijit Sen Gupta | Om Katare,Comedy,Horror,Romance
811,Hazel Croney | Gulshan Grover | Iravati Harshe | Suchitra Krishnamoorthi,Drama,,
812,Sachin Khedekar | Seema Biswas | Ankush Choudhary | Satish Kaushik,Crime,Drama,
813,Nushrat Bharucha | Anshuman Jha | Neha Chauhan | Rajkummar Rao,Comedy,Crime,Drama
814,Arbaaz Khan | Madhuri Bhattacharya | Tara Sharma | Johnny Lever,Comedy,Drama,
815,Ranveer Singh | Anushka Sharma | Manu Rishi Chadha | Manish Chaudhary,Comedy,Drama,Romance
816,Tanushree Dutta | Udita Goswami | Shaad Randhawa | Sachin Khedekar,Drama,Horror,Mystery
817,Vikram Aditya | Narendra Bedi | Chandan | Aradhana Deshpande,Drama,Romance,
818,Sudeep | Amruta Khanvilkar | Ahsaas Channa | Anu Ansari,Drama,Horror,Mystery
819,Sushant Singh | Hrishitaa Bhatt | Milind Gunaji | Upasna Singh,Comedy,Drama,
820,Abhishek Bachchan | Bipasha Basu | Rana Daggubati | Prateik,Action,Crime,Drama
821,Rahul Bose | Chigusa Takaku | Raima Sen | Moushumi Chatterjee,Drama,Romance,
822,Madhu Acharya | Nitin Anand | Dinesh Bawara | Narendra Bedi,Action,Comedy,Drama
823,Salman Khan | Sonakshi Sinha | Vinod Khanna | Dimple Kapadia,Action,Comedy,Crime
824,Om Puri | Paresh Rawal | Neena Gupta | Ravi Kishan,Comedy,Drama,
825,Kitu Gidwani | Milind Gunaji | Neena Gupta | Mrunmayee Lagoo,Drama,Family,
826,Shahid Kapoor | Sonam Kapoor | Anupam Kher | Supriya Pathak,Drama,Romance,
827,Atul Kulkarni | Rituparna Sengupta | Darsheel Safary | Ziyah Vastani,Action,Drama,Thriller
828,Bhushan Agarwal | Nikita Anand | Venita Anand | Bedi,Drama,Romance,Thriller
829,Priyanka Chopra | Vivaan Shah | Manuj Bhaskar | Sanjay Verma,Drama,Mystery,Thriller
830,Ali Zafar | Pradhuman Singh | Piyush Mishra | Nikhil Ratnaparkhi,Comedy,Drama,
831,Vikrum Kumar | Haidar Ali | Urvashi Chaudhary | Mansi Dovhal,Action,Drama,Mystery
832,Anupam Kher | Sharat Saxena | Parvin Dabas | Vansh Bhardwaj,Action,Comedy,Drama
833,Gurpreet Chadha | Shalini Chandran | T.K. Chowdhary | Kishore Dhingra,Crime,Drama,Thriller
834,Barkha Madan | Iris Maity | Nishan Nanaiah | Sartaj Singh Pannu,Action,Crime,Drama
835,,Animation,,
836,Himesh Reshammiya | Sara Loren | Amrita Singh | Gulshan Grover,Crime,Drama,Romance
837,Jackie Shroff | Samir Aftab | Akhilendra Mishra | Sushant Singh,Action,Crime,Thriller
838,Rikkee | Manoylo Svitlana | Ishrat Ali | Jiten Mukhi,Drama,Fantasy,Horror
839,Abhishek Bachchan | Deepika Padukone | Sikander Kher | Maninder Singh,Action,Drama,History
840,Rajat Barmecha | Sanjay Gandhi | Ronit Roy | Manjot Singh,Drama,,
841,Deepti Naval | Vijay Raaz | Meghna Naidu | Saadhika Randhawa,Crime,Drama,Thriller
842,Prashant Narayanan | Aruna Shields | Naved Aslam | Lucy Hassan,Drama,,
843,Ranvir Shorey | Vinay Pathak | Ravi Kishan | Mohit Ahlawat,Comedy,Crime,Drama
844,Bobby Deol | Mugdha Godse | Shreyas Talpade | Sophie Handa,Drama,Horror,Thriller
845,Gul Panag | Purab Kohli | Sid Makkar | Jeneva Talwar,Comedy,Drama,Romance
846,Ritesh Deshmukh | Jacky Bhagnani | Puja Gupta | Chandan Roy Sanyal,Comedy,Drama,
847,Caterina Lopez | Pavan Malhotra | Kay Kay Menon | Piyush Mishra,Crime,Drama,Thriller
848,Imran Khan | Sonam Kapoor | Sammir Dattani | Samir Soni,Comedy,Drama,Romance
849,Deepak Dobriyal | Manav Kaul | Badrul Islam | Bharti Bhatt,Comedy,Drama,Family
850,Rajpal Yadav | Preeti Mehra | Makarand Anaspure | Ketki Dave,Comedy,Drama,
851,Rajpal Yadav | Nargis Bagheri | Om Puri | Sharat Saxena,Comedy,,
852,Sonali Gulati,Documentary,Biography,Family
853,Madhavan | Kangana Ranaut | Jimmy Shergill | Deepak Dobriyal,Comedy,Drama,Romance
854,Vinay Pathak | Riya Sen | Jagrat Desai | Sasha Goradia,Comedy,Drama,Romance
855,Kareena Kapoor | Boman Irani | Imran Khan | Ratna Pathak,Comedy,Drama,Romance
856,Anil Kapoor | Ajay Devgn | Mohanlal | Kangana Ranaut,Action,Drama,
857,Ajay Devgn | Akshaye Khanna | Bipasha Basu | Jaideep Ahlawat,Action,Crime,Drama
858,Salman Khan | Asin | Paresh Rawal | Mahesh Manjrekar,Comedy,Romance,
